gender,age_group,level_of_study,lecture_location,accommodation_type,faculty,off_campus_duration,room_category,annual_rent,includes_water,includes_electricity,includes_waste_disposal,has_running_water,has_extra_storage,has_wifi_internet,has_study_area,has_security_services,has_generator_backup_power,hostel_distance_minutes,commute_mode,room_size,furnished_bed,furnished_table,furnished_chairs,has_access_controls,has_janitorial_services,required_deposit,recent_rent_increase,avg_rent_nearby,hostel_location
Male,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2300,Yes,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1300,300,1780,Kwaprow
Female,16-20,Second year,Science,2 in a room,Faculty of Arts,6 months to 1 year,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,2000,Apewosika
Male,21-25,Second year,Science,2 in a room,School of Business,6 months to 1 year,Self washroom - shared kitchen,2400,Yes,No,No,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1400,400,1340,Ayensu
Male,16-20,First year,Science,2 in a room,School of Biological Sciences,Less than 6 months,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1876,Amamoma
Male,21-25,Second year,Old Site,2 in a room,Faculty of Education,6 months to 1 year,Self washroom - shared kitchen,2000,No,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,400,1788,Apewosika
,16-20,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1650,Amamoma
Female,21-25,Third year,Science,2 in a room,Faculty of Arts,6 months to 1 year,Self washroom - shared kitchen,2400,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,450,1865,Amamoma
Male,21-25,Second year,Science,2 in a room,School of Biological Sciences,6 months to 1 year,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1800,500,2000,Ayensu
Male,21-25,Third year,Science,2 in a room,Faculty of Education,6 months to 1 year,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,450,2160,Kwesi Pra
Female,21-25,Fourth year,Science,2 in a room,Faculty of Social Sciences,Between a year and 2 years,Self washroom - shared kitchen,2250,Yes,No,No,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1300,300,1280,Kwaprow
Male,21-25,Second year,Science,3 in a room,Faculty of Education,6 months to 1 year,Shared washroom- No kitchen,1350,No,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,850,200,1100,Apewosika
Male,21-25,Third year,Science,3 in a room,Faculty of Education,6 months to 1 year,Shared washroom- No kitchen,1350,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,850,300,1140,Apewosika
Male,21-25,Third year,Science,3 in a room,School of Business,Between a year and 2 years,Shared washroom- No kitchen,1350,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,850,200,1060,Apewosika
,21-25,Third year,Science,3 in a room,Faculty of Arts,Between a year and 2 years,Self washroom - shared kitchen,1500,Yes,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1400,Amamoma
Male,21-25,Third year,Science,3 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,1500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1460,Amamoma
,21-25,Third year,Science,3 in a room,Faculty of Arts,Between a year and 2 years,Self washroom - shared kitchen,1500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1300,Amamoma
Male,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,1200,Yes,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1200,300,1100,Apewosika
,21-25,Third year,Science,3 in a room,Faculty of Education,6 months to 1 year,Shared washroom- No kitchen,1200,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1200,300,1050,Apewosika
Male,21-25,Third year,Science,3 in a room,Faculty of Education,6 months to 1 year,Shared washroom- No kitchen,1200,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1200,300,1130,Apewosika
Female,16-20,Second year,Science,2 in a room,School of Business,Less than 6 months,,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,400,1650,Ayensu
Female,21-25,Fourth year,Science,2 in a room,Faculty of Education,3 years or more,Self washroom - shared kitchen,2600,Yes,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1800,400,2400,Apewosika
Male,21-25,Fourth year,Science,2 in a room,School of Biological Sciences,Between a year and 2 years,Self washroom - shared kitchen,2200,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,400,1800,Ayensu
Male,21-25,Third year,Old Site,2 in a room,Faculty of Education,6 months to 1 year,Self washroom - shared kitchen,2300,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1300,300,2001,Apewosika
Male,36-40,Post Graduate,Science,2 in a room,Faculty of Agriculture ,Between a year and 2 years,Shared washroom- shared kitchen,3500,No,No,No,Yes,No,No,No,No,No,21 - 30 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,2500,500,3000,Apewosika
Male,31-35,Third year,Old Site,3 in a room,Faculty of Education,3 years or more,No Washroom - shared kitchen,2500,No,No,No,Yes,No,No,No,No,No,11 - 20 minutes walk,Bicycle,15 - 20 sqm,No,No,No,No,No,1500,200,2000,Ayensu
Male,21-25,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,2400,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1650,Ayensu
Male,21-25,Third year,Science,2 in a room,School of Physical Sciences,6 months to 1 year,Self washroom - shared kitchen,2200,Yes,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1400,400,1350,Amamoma
Female,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2600,Yes,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,850,Apewosika
Female,16-20,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,1000,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,960,Kwaprow
Female,21-25,Third year,Old Site,2 in a room,Faculty of Education,6 months to 1 year,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,1200,Amamoma
Female,21-25,Third year,Science,2 in a room,Faculty of Social Sciences,Between a year and 2 years,Shared washroom- No kitchen,1800,Yes,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,300,1400,Amamoma
Male,21-25,Second year,Science,2 in a room,School of Business,6 months to 1 year,Self washroom - shared kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,400,1400,Domeabra
Female,16-20,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,2500,Yes,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1600,Ayensu
Female,16-20,Second year,Science,2 in a room,Faculty of Arts,Less than 6 months,Self washroom - shared kitchen,2200,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1200,,,Ayensu
Male,21-25,Third year,Science,2 in a room,Faculty of Education,6 months to 1 year,Self washroom - shared kitchen,1900,No,No,Yes,Yes,No,No,No,No,No,11 - 20 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,350,1200,Amamoma
Male,21-25,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,1500,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,200,1100,Apewosika
Male,16-20,Second year,Science,3 in a room,Faculty of Education,6 months to 1 year,Shared washroom- No kitchen,1350,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,900,250,950,Apewosika
Female,21-25,Fourth year,Science,2 in a room,Faculty of Arts,Between a year and 2 years,Self washroom - shared kitchen,2300,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,15 - 20 sqm,Yes,Yes,Yes,No,No,1500,300,1600,Kwesi Pra
Male,16-20,Second year,Science,3 in a room,Faculty of Arts,6 months to 1 year,Shared washroom- No kitchen,1350,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,,No,900,350,950,Apewosika
Male,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,1350,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,900,250,950,Apewosika
Female,21-25,Second year,Science,Private room(1 in a room),Faculty of Arts,Between a year and 2 years,Full self contain,5000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,3000,500,4500,Amamoma
Male,21-25,Second year,Science,2 in a room,School of Physical Sciences,6 months to 1 year,Shared washroom- No kitchen,1600,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,200,868,Apewosika
Male,21-25,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1670,Apewosika
Male,21-25,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,1500,Amamoma
Male,21-25,Third year,Science,3 in a room,Faculty of Arts,Between a year and 2 years,Shared washroom- No kitchen,1500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,No,No,1500,500,1200,Amamoma
Male,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,1500,Yes,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1300,Amamoma
Female,21-25,Second year,Science,2 in a room,School of Biological Sciences,Between a year and 2 years,Self washroom - shared kitchen,2300,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1300,Amamoma
Female,21-25,Fourth year,Science,2 in a room,School of Business,3 years or more,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,300,2000,Amamoma
Female,21-25,Second year,Science,2 in a room,Faculty of Education,6 months to 1 year,Self washroom - shared kitchen,2400,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,400,2200,Apewosika
Male,21-25,Third year,Science,2 in a room,Faculty of Social Sciences,Between a year and 2 years,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,400,2000,Apewosika
Male,21-25,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,2000,Ayensu
Female,16-20,Second year,Science,Private room(1 in a room),Faculty of Social Sciences,6 months to 1 year,Full self contain,4500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,No,No,3500,500,4000,Amamoma
Female,16-20,Second year,Science,2 in a room,Faculty of Arts,6 months to 1 year,Self washroom - shared kitchen,2600,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,400,2300,Ayensu
Male,21-25,Third year,Old Site,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2400,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1400,400,2200,Amamoma
Male,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,1300,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,800,200,1200,Amamoma
Male,21-25,Third year,Science,3 in a room,Faculty of Arts,Between a year and 2 years,Shared washroom- No kitchen,1300,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,800,200,1100,Amamoma
Male,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,800,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,800,200,1150,Amamoma
Female,16-20,Second year,Science,2 in a room,Law School,6 months to 1 year,Full self contain,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,1000,2500,Amamoma
,16-20,Second year,Science,2 in a room,Law School,6 months to 1 year,Full self contain,3000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,No,No,2000,1000,2500,Amamoma
Female,16-20,Second year,Science,2 in a room,Faculty of Arts,6 months to 1 year,Self washroom - shared kitchen,2000,Yes,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,400,1400,Apewosika
Male,16-20,Second year,Science,2 in a room,School of Business,6 months to 1 year,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,400,1890,Apewosika
Male,16-20,Second year,Old Site,2 in a room,Faculty of Arts,6 months to 1 year,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,400,1800,Apewosika
Male,21-25,Third year,Science,3 in a room,Faculty of Arts,Between a year and 2 years,Shared washroom- No kitchen,1500,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,300,1300,Kwaprow
Male,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,1500,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,300,1260,Kwaprow
Male,16-20,Second year,Science,3 in a room,Faculty of Education,6 months to 1 year,Shared washroom- No kitchen,1500,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,300,1300,Kwaprow
Female,21-25,Third year,Science,2 in a room,School of Biological Sciences,Between a year and 2 years,Self washroom - shared kitchen,2200,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1400,400,1600,Apewosika
Female,21-25,Third year,Science,2 in a room,School of Biological Sciences,Between a year and 2 years,Self washroom - shared kitchen,2200,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,15 - 20 sqm,Yes,Yes,Yes,No,No,1400,400,1430,Apewosika
Male,16-20,Third year,Science,2 in a room,Faculty of Arts,6 months to 1 year,Self washroom - shared kitchen,2600,Yes,No,No,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,450,2100,Amamoma
Female,16-20,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,2550,Yes,No,No,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,450,1240,Kwaprow
Male,21-25,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,2700,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,500,2100,Apewosika
Female,16-20,First year,Science,2 in a room,Faculty of Arts,Less than 6 months,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,2500,400,1900,Apewosika
Male,21-25,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,1800,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,300,1254,Amamoma
Male,21-25,Third year,Old Site,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2200,Yes,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,400,1478,Amamoma
Female,16-20,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,2100,Yes,No,No,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,400,1568,Apewosika
Male,21-25,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,15 - 20 sqm,Yes,Yes,Yes,No,,1500,400,2145,Kwesi Pra
Female,16-20,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,2600,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,1980,Apewosika
Male,16-20,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,2700,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1700,400,1998,Kwaprow
Female,21-25,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,2000,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,300,1650,Amamoma
Male,21-25,Second year,Science,2 in a room,School of Physical Sciences,6 months to 1 year,Self washroom - shared kitchen,2300,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,15 - 20 sqm,Yes,Yes,Yes,,No,1000,300,1580,Kwaprow
Male,26-30,Post Graduate,New Site,2 in a room,School of Physical Sciences,3 years or more,Shared washroom- shared kitchen,2500,No,No,Yes,Yes,Yes,No,No,Yes,No,31 - 40 minutes walk,Walking,Less than 15 sqm,Yes,Yes,Yes,No,Yes,1500,500,3000,Ayensu
Male,21-25,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,3000,Amamoma
Male,21-25,Second year,Science,2 in a room,School of Business,6 months to 1 year,Full self contain,3500,Yes,No,Yes,Yes,Yes,,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2500,500,3500,Ayensu
Female,21-25,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,Yes,No,3000,1000,4000,Amamoma
Female,16-20,Second year,Science,2 in a room,Faculty of Education,6 months to 1 year,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,11 - 20 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,1000,3500,Amamoma
Male,16-20,Third year,Science,3 in a room,School of Biological Sciences,6 months to 1 year,Self washroom - shared kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,21 - 30 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1800,Ayensu
Female,21-25,Third year,Science,2 in a room,Faculty of Social Sciences,Between a year and 2 years,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2500,Amamoma
Male,21-25,Third year,Science,3 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,21 - 30 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1800,Ayensu
Male,21-25,Fourth year,Science,2 in a room,Law School,3 years or more,Full self contain,4500,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,11 - 20 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,1000,4000,Amamoma
Male,21-25,Fourth year,Science,2 in a room,Faculty of Education,3 years or more,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,3000,Apewosika
Male,21-25,Second year,Science,3 in a room,Faculty of Education,6 months to 1 year,Self washroom - shared kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,500,3000,Ayensu
Female,21-25,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,21 - 30 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,3600,Kwaprow
Female,16-20,Second year,Science,Private room(1 in a room),Faculty of Arts,6 months to 1 year,Full self contain,6500,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,21 - 30 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,5000,500,6000,Kwaprow
Male,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,2500,Kwesi Pra
Male,21-25,Second year,Science,2 in a room,School of Business,6 months to 1 year,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,11 - 20 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,4000,Amamoma
Male,21-25,Third year,Science,2 in a room,Faculty of Arts,6 months to 1 year,Shared washroom- No kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,500,1800,Apewosika
Male,21-25,Third year,Science,2 in a room,Faculty of Education,6 months to 1 year,Shared washroom- No kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,500,1900,Apewosika
,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2100,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,No,No,1600,400,2000,Kwaprow
Male,21-25,Third year,Science,3 in a room,School of Business,Between a year and 2 years,Shared washroom- No kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,400,1980,Kwaprow
Female,21-25,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,31 - 40 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,2600,Apewosika
Male,31-35,Post Graduate,Old Site,2 in a room,Faculty of Social Sciences,Between a year and 2 years,Self washroom - shared kitchen,1500,Yes,No,No,Yes,No,No,No,No,Yes,31 - 40 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,Yes,1000,300,1800,Apewosika
Male,16-20,Third year,Science,Private room(1 in a room),Law School,6 months to 1 year,Full self contain,7000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,11 - 20 minutes walk,Personal vehicle,Above 30 sqm,Yes,Yes,Yes,Yes,No,6000,1000,6500,Amamoma
